LI  3  1 1S1/22 5.47499994e-02 8.00002517e+01 1.30155315e-03 2.67000603e+01 5.16771912e-02 8.89995621e+00 2.04572565e+00
 3.00003364e+00 7.36826718e+01 1.00000000e+00 2.36725999e+03 2.48800831e+01 6.53179988e-02 1.02811795e+00 2.17478974e+03
 2.18999998e-01 1.89729859e+05 9.25265642e-02 1.61891082e+06 6.02721055e-02 3.02222703e+06 0.0            0.0           
LI  3  2 2S1/22 5.34000005e-03 8.00002517e+01 2.45693670e-05 2.67000603e+01 8.66183134e-04 8.89995621e+00 3.21902241e-02
 3.00003364e+00 1.14365169e+00 1.00000000e+00 3.54625917e+01 2.42666021e+00 2.25543308e+00 1.00276711e-01 1.77458358e+04
 2.13600002e-02 4.40576204e+05 9.02450890e-03 1.33372964e+06 5.87859452e-03 1.44848115e+06 0.0            0.0004        
BE  4  1 1S1/22 1.11000000e-01 8.00002517e+01 5.50173151e-03 2.67000603e+01 2.16350692e-01 8.89995621e+00 8.28356615e+00
 3.00003364e+00 2.77734159e+02 1.00000000e+00 7.97612521e+03 5.04418128e+01 2.56038075e-02 2.08440353e+00 8.66962654e+02
 4.43999999e-01 8.11050842e+04 1.87588104e-01 7.71925084e+05 1.22195503e-01 2.05178561e+06 0.0            0.0           
BE  4  2 2S1/22 8.41999993e-03 8.00002517e+01 2.08173157e-04 2.67000603e+01 7.32902643e-03 8.89995621e+00 2.63835005e-01
 3.00003364e+00 8.65200548e+00 1.00000000e+00 2.37105292e+02 3.82630686e+00 4.02921549e+00 1.58114212e-01 3.11128423e+04
 3.36799997e-02 6.21490345e+05 1.42296561e-02 1.64823346e+06 9.26924439e-03 1.03122907e+06 0.0            0.0006        
B   5  1 1S1/22 1.87999994e-01 8.00002517e+01 1.65198044e-02 2.67000603e+01 6.39404221e-01 8.89995621e+00 2.36173921e+01
 3.00003364e+00 7.41657705e+02 1.00000000e+00 1.95775057e+04 8.54329777e+01 1.33596186e-02 3.53034101e+00 4.47895053e+02
 7.51999977e-01 4.38715796e+04 3.17716780e-01 4.35450107e+05 2.06961746e-01 1.16709341e+06 0.0            0.0           
B   5  2 2S1/22 1.34700000e-02 8.00002517e+01 8.28063554e-04 2.67000603e+01 2.93126260e-02 8.89995621e+00 1.02559195e+00
 3.00003364e+00 3.12025402e+01 1.00000000e+00 7.76768580e+02 6.12118216e+00 3.39596208e+00 2.52945185e-01 2.69792711e+04
 5.38800001e-02 5.81240377e+05 2.27640700e-02 1.36593744e+06 1.48285894e-02 8.70618859e+05 0.0            0.0           
B   5  3 2P1/22 4.69999999e-03 8.00002517e+01 1.49853462e-07 2.67000603e+01 1.31118101e-05 8.89995621e+00 1.20459375e-03
 3.00003364e+00 1.04659228e-01 1.00000000e+00 7.67965631e+00 2.13582451e+00 4.00328188e-01 8.82585277e-02 3.03218249e+04
 1.88000000e-02 1.37760611e+06 7.94291974e-03 6.89447702e+06 5.17404381e-03 1.44485489e+07 0.0            0.0012        
C   6  1 1S1/22 2.83800005e-01 8.00002517e+01 4.02277105e-02 2.67000603e+01 1.52750430e+00 8.89995621e+00 5.43804853e+01
 3.00003364e+00 1.61034405e+03 1.00000000e+00 3.95620542e+04 1.28967448e+02 8.32018872e-03 5.32931289e+00 2.75130476e+02
